Supplier,Purchase Currency,BRAND,TYPE,SUBTYPE,SKU,EAN,Product Name,Base Price/Unit (USD),Purchase Price/Unit,QTY,TOTAL (USD),Remarks,Incoming Stocks,Incoming Stocks (USD),Allocated Stocks,Allocated Stocks (USD),Non-Allocated Stocks,Non-Allocated Stocks (USD),Total Stocks,SOH + In Transit Stock (USD),PO Number
Clarin (USD),USD,CLN,Catalogue,Makeup,80045055,3380810269970,I NSTANT PORELESS RP 20ML,0,6.2300,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,04700210,3380814700219,I NSTANT SMOOTH PERFECTI NG 15ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032878,3380810191394,JOLI ROUGE VELVET 705V,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032877,3380810191387,JOLI ROUGE VELVET 732V,0,4.6500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80041814,3380810249187,JOLI ROUGE VELVET 737V 3. 5G,0,5.7500,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80032872,3380810191356,JOLI ROUGE VELVET 742V,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032876,3380810191370,JOLI ROUGE VELVET 744V,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032875,3380810191363,JOLI ROUGE VELVET 754V,0,4.6500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032879,3380810191400,JOLI ROUGE VELVET 757V,0,4.6500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032880,3380810191417,JOLI ROUGE VELVET 758V,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032880,3380810191417,JOLI ROUGE VELVET 758V,0,5.7500,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80032881,3380810191424,JOLI ROUGE VELVET 759V,0,4.6500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032882,3380810191431,JOLI ROUGE VELVET 760V,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80087544,,LI P COMFORT OI L 02 RETAIL,0,4.7400,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80084589,,LI P COMFORT OI L 03 RETAIL,0,4.7400,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80084590,,LI P COMFORT OI L 04 RETAIL,0,4.7400,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80084591,,LI P COMFORT OI L 05 RETAIL,0,4.7400,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80084593,,LI P COMFORT OI L 08 RETAIL,0,4.7400,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060077,3380810365832,LI P COMFORT OI L I NTENSE 03 RET,0,4.7900,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060079,3380810365856,LI P COMFORT OI L I NTENSE 05 RET,0,4.7900,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060082,3380810365887,LI P COMFORT OI L I NTENSE 08 RET,0,4.7900,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060082,3380810365887,LI P COMFORT OI L I NTENSE 08 RET,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80026987,3380810156799,LI P LI NER 05,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80026988,3380810156805,LI P LI NER 06,0,3.0500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80032938,3380810191592,LI P LI NER 07,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80060643,3380810368871,LI P MI LKY MOUSSE 03 10ML RETAI,0,3.8700,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80060645,3380810368895,LI P MI LKY MOUSSE 05 10ML RETAI,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80081933,,LI P PERFECTOR 02 RETAIL12ML,0,4.5600,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80081935,,LI P PERFECTOR 06 RETAIL 12ML,0,4.5600,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80057067,3380810346367,LI P PERFECTOR 07 RETAI L 12ML,0,4.5600,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80081936,,LI P PERFECTOR 08 RETAIL 12ML,0,4.5600,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80081932,,LIP PERFECTOR 01 RETAIL 12ML,0,4.5600,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80080009,,MASLI FT&CURL 01 RETAIL,0,7.2100,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060651,3380810368956,MI LKY BOOST 04 50ML RETAI L,0,7.9900,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060652,3380810368963,MI LKY BOOST 05 50ML RETAI L,0,7.9900,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80076239,,MRBL RETAIL 200ML,0,9.5600,75.00000,0,CLN 0807,0,0,0,0,75.00000,0,75.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80073045,,MYC MI CELLAR CLEAN WATER 200ML,0,4.6000,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80080430,,MYC PURIFYING CLEANS GEL 125ML,0,4.1200,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80043389,,MYC RE- FRESH MI ST RETAIL 100ML,0,4.1200,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80028313,3380810164046,POT GEL EYELI NER BLACK 01,0,5.2300,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80071906,,PURIFYING GFC RETAIL 125ML 21,0,5.6900,60.00000,0,CLN 0807,0,0,0,0,60.00000,0,60.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80039688,3380810234251,SKI N I LLUSI ON 101 RP 30ML,0,7.7500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80039693,3380810234329,SKI N I LLUSI ON 107 RP 30ML,0,9.5900,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80039694,3380810234336,SKI N I LLUSI ON 108 RP 30ML,0,9.5900,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80039695,3380810234343,SKI N I LLUSI ON 108. 3 RP 30ML,0,7.7500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80039697,3380810234367,SKI N I LLUSI ON 109 RP 30ML,0,9.5900,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80039702,3380810234428,SKI N I LLUSI ON 113 RP 30ML,0,9.5900,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80080595,,SOS PRI MER 00 RETAIL 30ML,0,6.7100,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80032011,3380810185249,SOS PRI MER 00 RP 30ML,0,5.4200,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80080600,,SOS PRI MER 01 RETAIL 30ML,0,6.7100,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80032034,3380810185355,SOS PRI MER 02 RP 30ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80071265,,UV PLUS TRANSLUCENT 30ML,0,8.5500,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80071266,,UV PLUS TRANSLUCENT 50ML,0,10.4500,128.00000,0,CLN 0807,0,0,0,0,128.00000,0,128.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80062530,3380810382433,VELVET LI P PERFECTOR 02 RETAI L,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80051985,3380810313741,VOLUME MASCARA 01 EXCEPT EU,0,5.8200,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80051985,3380810313741,VOLUME MASCARA 01 EXCEPT EU,0,7.1900,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80018074,3380810105124,WATER LI P STAI N 01,0,4.7900,72.00000,0,CLN 0807,0,0,0,0,72.00000,0,72.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80018074,3380810105124,WATER LI P STAI N 01,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80018076,3380810105148,WATER LI P STAI N 03 RED,0,3.8700,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Makeup,80036536,3380810213959,WATER LI P STAI N 04,0,4.7900,13.00000,0,CLN 0807,0,0,0,0,13.00000,0,13.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80018075,,WATER LIP STAIN 02,0,4.7900,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80044961,3380810269345,WATERP EYE PENCI L 01 EXCEPT EU,0,4.6900,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80044965,3380810269383,WATERPROOF EYE PENCI L 05,0,4.6900,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80070100,,WATERPROOF EYE PENCIL 02,0,4.6900,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80060768,3380810369625,WONDER PERFECT MASC 4D WTP 01,0,7.1900,48.00000,0,CLN 0807,0,0,0,0,48.00000,0,48.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Makeup,80044967,3380810269413,WONDER PERFECT MASCARA 4D 01,0,7.1900,48.00000,0,CLN 0807,0,0,0,0,48.00000,0,48.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80025457,3380810147414,1STEP FACI AL CLEANSER 200ML 17,0,7.1200,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80025457,3380810147414,1STEP FACI AL CLEANSER 200ML 17,0,7.1700,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80095135,,1STEP GNTL EXF CLEANSER 125ML,0,8.1200,96.00000,0,CLN 0807,0,0,0,0,96.00000,0,96.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80037567,3380810220742,1STEP GNTL EXF CLEANSER 125ML,0,8.0700,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80028173,3380810163483,BEAUTY FLASH BALM 50ML,0,10.3500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80020739,3380810120325,BODY FI T RETAI L 200ML WORLD,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80080984,,BODY FI T RETAIL 200ML WORLD,0,13.8700,56.00000,0,CLN 0807,0,0,0,0,56.00000,0,56.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,01591100,3380811591100,BODY SHAPI NG CREAM 200ML,0,13.8700,48.00000,0,CLN 0807,0,0,0,0,48.00000,0,48.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80056363,3380810342260,BRI GHT PLUS SERUM 30ML,0,14.5300,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80056364,3380810342277,BRI GHT PLUS SERUM 50ML,0,19.0800,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80049467,3380810296679,BUST EXTRA LI FT GEL 50ML,0,15.1200,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80006435,3380810033830,CLEANSI NG MI LK ND 200ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80025862,3380810149661,DOUBLE SERUM 30ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80025862,3380810149661,DOUBLE SERUM 30ML,0,18.3900,124.00000,0,CLN 0807,0,0,0,0,124.00000,0,124.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80025863,3380810149678,DOUBLE SERUM 50ML,0,24.6900,180.00000,0,CLN 0807,0,0,0,0,180.00000,0,180.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80025863,3380810149678,DOUBLE SERUM 50ML,0,24.2100,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80033510,3380810194784,EF DAY CREAM AST RETAI L 50ML,0,21.1200,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80081233,,EF DAY CREAM AST RETAIL 50ML,0,21.2800,45.00000,0,CLN 0807,0,0,0,0,45.00000,0,45.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80056458,3380810343281,EF NECK DECOLLETE RETL 75ML,0,18.1700,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80027223,3380810157475,EXFOL BODY SCRUB 200ML,0,9.7500,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80027223,3380810157475,EXFOL BODY SCRUB 200ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80085057,,FOOT BEAUTY CR RETAIL 125ML,0,6.5500,18.00000,0,CLN 0807,0,0,0,0,18.00000,0,18.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80054983,3380810332285,FRESH SCRUB RETAI L 50ML,0,6.6900,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80035088,3380810205251,GENTLE FOAM CLEANSER OS 125ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,00592100,3380810592108,HAND NAI L TREAT CR RETAI L100ML,0,6.0500,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80018814,3380810108996,HYDRA- ESS BI- SERUM RETAI L30ML,0,11.4600,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80018816,3380810109016,HYDRA- ESS COOLI NG GEL RET50ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80074245,,HYDRA- ESSENTI EL RI CH CRM 50ML,0,10.3600,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80018819,3380810109047,HYDRA- ESSENTI EL SPF15 CRM 50ML,0,10.2500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,01183100,3380811183107,I . EYE MU REMOVER 125ML,0,7.1700,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80009043,3380810045239,MA DAY CREAM AST 50ML,0,17.0900,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80081188,,MA DAY CREAM AST RET 50ML,0,21.2800,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80009041,3380810045215,MA DAY CREAM- GEL 50ML,0,17.0900,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80012019,3380810063394,MA DAY CRM SPF20 50ML,0,17.0900,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80012019,3380810063394,MA DAY CRM SPF20 50ML,0,17.2200,96.00000,0,CLN 0807,0,0,0,0,96.00000,0,96.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80009051,3380810045345,MA NI GHT CR COMFORT RETAI L50ML,0,18.0400,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80082195,,MA NI GHT CR COMFORT RETAIL 50ML,0,18.1700,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80009048,3380810045338,MA NI GHT CREAM LI GHT 50ML,0,18.1700,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80009048,3380810045338,MA NI GHT CREAM LI GHT 50ML,0,18.0400,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80030996,3380810177572,MASK SOS HYDRA RETAI L 75ML,0,7.1200,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80030996,3380810177572,MASK SOS HYDRA RETAI L 75ML,0,7.1700,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80030994,3380810177558,MASK SOS PURETE RETAI L 75ML,0,7.1700,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80030994,3380810177558,MASK SOS PURETE RETAI L 75ML,0,7.1200,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80039354,3380810232370,MEN ACTI VE FACE WASH 125ML,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80085184,,MEN ACTI VE FACE WASH RET 125ML,0,6.4400,174.00000,0,CLN 0807,0,0,0,0,174.00000,0,174.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80080649,,MEN ANTI PERSPI RANT ROLLON 50,0,4.6000,120.00000,0,CLN 0807,0,0,0,0,120.00000,0,120.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80012785,3380810071290,MEN ANTI PERSPI RANT ROLLON 50,0,0,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80039369,3380810232486,MEN EXFOLI ATI NG CLEANSER 125ML,0,6.8300,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80085975,,MEN EXFOLI ATI NG CLN RET 125ML,0,6.9700,120.00000,0,CLN 0807,0,0,0,0,120.00000,0,120.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80080587,,MEN S.MOISTURE BALM RET 50ML,0,8.7100,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80057138,3380810346695,MYC BLACKHEADS DUO 2ML/ 50ML,0,6.5400,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80084480,,MYC BLEMI SH TARGE CRM RET 15ML,0,3.6400,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80084502,,MYC COMFORT HYD CR DSS RET 50ML,0,5.8800,24.00000,0,CLN 0807,0,0,0,0,24.00000,0,24.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80043387,3380810258233,MYC MATI FYI NG HYD CRM COS 50ML,0,5.8800,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80043385,3380810258219,MYC REF HYD CRM NS RETAI L50ML,0,5.8800,30.00000,0,CLN 0807,0,0,0,0,30.00000,0,30.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80084923,,MYC RELAX SLEEP MASK RET 50ML,0,6.5400,36.00000,0,CLN 0807,0,0,0,0,36.00000,0,36.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80058247,,NUTRI- LUMI ERE DAY CREAM RETAIL,0,28.5300,29.00000,0,CLN 0807,0,0,0,0,29.00000,0,29.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80058249,,NUTRI- LUMI ERE NI GHT CREAM RETA,0,29.6500,32.00000,0,CLN 0807,0,0,0,0,32.00000,0,32.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80081109,,ROLL ON DEODORANT RET 50ML,0,5.5000,27.00000,0,CLN 0807,0,0,0,0,27.00000,0,27.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80050528,3380810303018,ROSY RADI ANCE CR RETAI L 50ML,0,22.9200,6.00000,0,CLN 0807,0,0,0,0,6.00000,0,6.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80054599,3380810329841,SANTAL FACE OI L RETAI L 30ML,0,10.3500,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80014819,3380810062076,SFL EYES 2016 15ML RETAI L WL,0,10.5600,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80009139,3380810044645,SRE HAND CREAM RETAI L 100ML,0,10.4000,6.00000,0,CLN 2711,0,0,0,0,6.00000,0,6.00000,0,PO0143
Clarin (USD),USD,CLN,Catalogue,Skincare,80084507,,SRE HAND CREAM RETAIL 100ML,0,10.4800,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80045944,3380810277807,STRETCH MARK PRODUCT 175ML,0,13.0000,100.00000,0,CLN 0807,0,0,0,0,100.00000,0,100.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80002597,3380810013269,SUPER REST SERUM 50ML,0,35.5400,18.00000,0,CLN 0807,0,0,0,0,18.00000,0,18.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80054612,3380810329971,TONI C BATH RETAI L 200ML,0,4.7800,12.00000,0,CLN 0807,0,0,0,0,12.00000,0,12.00000,0,PO0476
Clarin (USD),USD,CLN,Catalogue,Skincare,80068482,,TOTAL EYE LIFT RETAIL 15ML,0,17.3100,132.00000,0,CLN 0807,0,0,0,0,132.00000,0,132.00000,0,PO0476
Clarin (USD),USD,CLN,POSM,Sachet,80025875,,DOUBLE SERUM 2017 SACHET 0. 9ML,0,0,500.00000,0,CLN 0807,0,0,0,0,500.00000,0,500.00000,0,PO0476
